REF_DATE,NOC Major Group,National Occupational Classification (NOC),Economic region code,Economic region name,Number Employed (thousands)
2014,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3550,Hamilton-Niagara Peninsula,3.4
2014,84,"Workers in natural resources, agriculture and related production",3550,Hamilton-Niagara Peninsula,4.3
2014,86,"Harvesting, landscaping and natural resources labourers",3550,Hamilton-Niagara Peninsula,4.7
2014,09,Occupations in manufacturing and utilities,3550,Hamilton-Niagara Peninsula,43.9
2014,92,"Processing, manufacturing and utilities supervisors and central control operators",3550,Hamilton-Niagara Peninsula,11.9
2014,94,Processing and manufacturing machine operators and related production workers,3550,Hamilton-Niagara Peninsula,15.0
2014,95,Assemblers in manufacturing,3550,Hamilton-Niagara Peninsula,8.3
2014,96,"Labourers in processing, manufacturing and utilities",3550,Hamilton-Niagara Peninsula,8.7
2014,,"Total employed, all occupations",3560,London,320.2
2014,00,Management occupations,3560,London,30.1
2014,00,Senior management occupations,3560,London,
2014,06,Middle management occupations in retail and wholesale trade and customer services,3560,London,10.2
2014,01,"Business, finance and administration occupations",3560,London,45.9
2014,11,Professional occupations in business and finance,3560,London,9.3
2014,12,Administrative and financial supervisors and administrative occupations,3560,London,12.0
2014,13,"Finance, insurance and related business administrative occupations",3560,London,4.4
2014,14,Office support occupations,3560,London,14.2
2014,15,"Distribution, tracking and scheduling co-ordination occupations",3560,London,5.9
2014,02,Natural and applied sciences and related occupations,3560,London,15.5
2014,21,Professional occupations in natural and applied sciences,3560,London,8.3
2014,22,Technical occupations related to natural and applied sciences,3560,London,7.2
2014,03,Health occupations,3560,London,27.1
2014,30,Professional occupations in nursing,3560,London,8.2
2014,31,Professional occupations in health (except nursing),3560,London,6.2
2014,32,Technical occupations in health,3560,London,7.2
2014,34,Assisting occupations in support of health services,3560,London,5.5
2014,04,"Occupations in education, law and social, community and government services",3560,London,36.4
2014,40,Professional occupations in education services,3560,London,15.3
2014,41,"Professional occupations in law and social, community and government services",3560,London,5.8
2014,42,"Paraprofessional occupations in legal, social, community and education services",3560,London,8.4
2014,43,Occupations in front-line public protection services,3560,London,2.2
2014,44,"Care providers and educational, legal and public protection support occupations",3560,London,4.7
2014,05,"Occupations in art, culture, recreation and sport",3560,London,6.9
2014,51,Professional occupations in art and culture,3560,London,2.0
2014,52,"Technical occupations in art, culture, recreation and sport",3560,London,4.9
2014,06,Sales and service occupations,3560,London,77.7
2014,62,Retail sales supervisors and specialized sales occupations,3560,London,8.7
2014,63,Service supervisors and specialized service occupations,3560,London,10.1
2014,64,Sales representatives and salespersons - wholesale and retail trade,3560,London,14.1
2014,65,Service representatives and other customer and personal services occupations,3560,London,14.1
2014,66,Sales support occupations,3560,London,11.6
2014,67,"Service support and other service occupations, n.e.c.",3560,London,19.2
2014,07,"Trades, transport and equipment operators and related occupations",3560,London,50.7
2014,72,"Industrial, electrical and construction trades",3560,London,14.7
2014,73,Maintenance and equipment operation trades,3560,London,10.7
2014,74,"Other installers, repairers and servicers and material handlers",3560,London,5.3
2014,75,Transport and heavy equipment operation and related maintenance occupations,3560,London,16.3
2014,76,"Trades helpers, construction labourers and related occupations",3560,London,3.6
2014,08,"Natural resources, agriculture and related production occupations",3560,London,7.7
2014,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3560,London,1.9
2014,84,"Workers in natural resources, agriculture and related production",3560,London,4.2
2014,86,"Harvesting, landscaping and natural resources labourers",3560,London,1.6
2014,09,Occupations in manufacturing and utilities,3560,London,22.4
2014,92,"Processing, manufacturing and utilities supervisors and central control operators",3560,London,2.7
2014,94,Processing and manufacturing machine operators and related production workers,3560,London,8.4
2014,95,Assemblers in manufacturing,3560,London,7.0
2014,96,"Labourers in processing, manufacturing and utilities",3560,London,4.2
2014,,"Total employed, all occupations",3570,Windsor-Sarnia,299.6
2014,00,Management occupations,3570,Windsor-Sarnia,22.3
2014,00,Senior management occupations,3570,Windsor-Sarnia,
2014,06,Middle management occupations in retail and wholesale trade and customer services,3570,Windsor-Sarnia,8.5
2014,01,"Business, finance and administration occupations",3570,Windsor-Sarnia,38.0
2014,11,Professional occupations in business and finance,3570,Windsor-Sarnia,7.1
2014,12,Administrative and financial supervisors and administrative occupations,3570,Windsor-Sarnia,9.8
2014,13,"Finance, insurance and related business administrative occupations",3570,Windsor-Sarnia,3.7
2014,14,Office support occupations,3570,Windsor-Sarnia,10.8
2014,15,"Distribution, tracking and scheduling co-ordination occupations",3570,Windsor-Sarnia,6.6
2014,02,Natural and applied sciences and related occupations,3570,Windsor-Sarnia,15.2
2014,21,Professional occupations in natural and applied sciences,3570,Windsor-Sarnia,8.2
2014,22,Technical occupations related to natural and applied sciences,3570,Windsor-Sarnia,7.0
2014,03,Health occupations,3570,Windsor-Sarnia,24.8
2014,30,Professional occupations in nursing,3570,Windsor-Sarnia,6.5
2014,31,Professional occupations in health (except nursing),3570,Windsor-Sarnia,5.1
2014,32,Technical occupations in health,3570,Windsor-Sarnia,5.2
2014,34,Assisting occupations in support of health services,3570,Windsor-Sarnia,8.0
2014,04,"Occupations in education, law and social, community and government services",3570,Windsor-Sarnia,30.8
2014,40,Professional occupations in education services,3570,Windsor-Sarnia,12.4
2014,41,"Professional occupations in law and social, community and government services",3570,Windsor-Sarnia,5.4
2014,42,"Paraprofessional occupations in legal, social, community and education services",3570,Windsor-Sarnia,7.0
2014,43,Occupations in front-line public protection services,3570,Windsor-Sarnia,2.0
2014,44,"Care providers and educational, legal and public protection support occupations",3570,Windsor-Sarnia,4.2
2014,05,"Occupations in art, culture, recreation and sport",3570,Windsor-Sarnia,5.9
2014,51,Professional occupations in art and culture,3570,Windsor-Sarnia,1.8
2014,52,"Technical occupations in art, culture, recreation and sport",3570,Windsor-Sarnia,4.1
2014,06,Sales and service occupations,3570,Windsor-Sarnia,76.3
2014,62,Retail sales supervisors and specialized sales occupations,3570,Windsor-Sarnia,8.0
2014,63,Service supervisors and specialized service occupations,3570,Windsor-Sarnia,9.7
2014,64,Sales representatives and salespersons - wholesale and retail trade,3570,Windsor-Sarnia,11.8
2014,65,Service representatives and other customer and personal services occupations,3570,Windsor-Sarnia,15.7
2014,66,Sales support occupations,3570,Windsor-Sarnia,10.7
2014,67,"Service support and other service occupations, n.e.c.",3570,Windsor-Sarnia,20.5
2014,07,"Trades, transport and equipment operators and related occupations",3570,Windsor-Sarnia,52.6
2014,72,"Industrial, electrical and construction trades",3570,Windsor-Sarnia,18.2
2014,73,Maintenance and equipment operation trades,3570,Windsor-Sarnia,11.9
2014,74,"Other installers, repairers and servicers and material handlers",3570,Windsor-Sarnia,6.5
2014,75,Transport and heavy equipment operation and related maintenance occupations,3570,Windsor-Sarnia,12.9
2014,76,"Trades helpers, construction labourers and related occupations",3570,Windsor-Sarnia,3.0
2014,08,"Natural resources, agriculture and related production occupations",3570,Windsor-Sarnia,5.9
2014,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3570,Windsor-Sarnia,
2014,84,"Workers in natural resources, agriculture and related production",3570,Windsor-Sarnia,2.6
2014,86,"Harvesting, landscaping and natural resources labourers",3570,Windsor-Sarnia,2.0
2014,09,Occupations in manufacturing and utilities,3570,Windsor-Sarnia,27.8
2014,92,"Processing, manufacturing and utilities supervisors and central control operators",3570,Windsor-Sarnia,5.9
2014,94,Processing and manufacturing machine operators and related production workers,3570,Windsor-Sarnia,9.4
2014,95,Assemblers in manufacturing,3570,Windsor-Sarnia,8.5
2014,96,"Labourers in processing, manufacturing and utilities",3570,Windsor-Sarnia,4.1
2014,,"Total employed, all occupations",3580,Stratford-Bruce Peninsula,151.7
2014,00,Management occupations,3580,Stratford-Bruce Peninsula,20.1
2014,00,Senior management occupations,3580,Stratford-Bruce Peninsula,
2014,06,Middle management occupations in retail and wholesale trade and customer services,3580,Stratford-Bruce Peninsula,4.4
2014,01,"Business, finance and administration occupations",3580,Stratford-Bruce Peninsula,16.5
2014,11,Professional occupations in business and finance,3580,Stratford-Bruce Peninsula,2.4
2014,12,Administrative and financial supervisors and administrative occupations,3580,Stratford-Bruce Peninsula,5.4
2014,13,"Finance, insurance and related business administrative occupations",3580,Stratford-Bruce Peninsula,1.6
2014,14,Office support occupations,3580,Stratford-Bruce Peninsula,4.5
2014,15,"Distribution, tracking and scheduling co-ordination occupations",3580,Stratford-Bruce Peninsula,2.6
2014,02,Natural and applied sciences and related occupations,3580,Stratford-Bruce Peninsula,5.9
2014,21,Professional occupations in natural and applied sciences,3580,Stratford-Bruce Peninsula,
2014,22,Technical occupations related to natural and applied sciences,3580,Stratford-Bruce Peninsula,4.5
2014,03,Health occupations,3580,Stratford-Bruce Peninsula,12.5
2014,30,Professional occupations in nursing,3580,Stratford-Bruce Peninsula,2.6
2014,31,Professional occupations in health (except nursing),3580,Stratford-Bruce Peninsula,2.0
2014,32,Technical occupations in health,3580,Stratford-Bruce Peninsula,3.7
2014,34,Assisting occupations in support of health services,3580,Stratford-Bruce Peninsula,4.1
2014,04,"Occupations in education, law and social, community and government services",3580,Stratford-Bruce Peninsula,12.4
2014,40,Professional occupations in education services,3580,Stratford-Bruce Peninsula,4.1
2014,41,"Professional occupations in law and social, community and government services",3580,Stratford-Bruce Peninsula,2.8
2014,42,"Paraprofessional occupations in legal, social, community and education services",3580,Stratford-Bruce Peninsula,2.9
2014,43,Occupations in front-line public protection services,3580,Stratford-Bruce Peninsula,
2014,44,"Care providers and educational, legal and public protection support occupations",3580,Stratford-Bruce Peninsula,2.2
2014,05,"Occupations in art, culture, recreation and sport",3580,Stratford-Bruce Peninsula,2.2
2014,51,Professional occupations in art and culture,3580,Stratford-Bruce Peninsula,
2014,52,"Technical occupations in art, culture, recreation and sport",3580,Stratford-Bruce Peninsula,1.6
2014,06,Sales and service occupations,3580,Stratford-Bruce Peninsula,33.3
